,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__activations,param_model__epsilon,param_model__llambda,param_model__n_hidden,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.2180929183959961,0.030525697208504746,0.0009013652801513672,0.0004911293009554135,"['sigmoid', 'softmax']",0.0001,0.0,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0, 'model__n_hidden': [25, 2]}",0.8791208791208791,0.8791208791208791,0.7472527472527473,0.8791208791208791,0.978021978021978,0.8725274725274724,0.07342106852083544,164
1,0.20520377159118652,0.008603513578225475,0.000800466537475586,0.00040023481326453673,"['sigmoid', 'softmax']",0.0001,0.0,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0, 'model__n_hidden': [50, 2]}",0.8461538461538461,0.8901098901098901,0.8351648351648352,0.8571428571428571,0.9120879120879121,0.8681318681318683,0.028655834748143493,165
2,0.2390441417694092,0.011568256352094991,0.0006154537200927735,0.0008272603537994724,"['sigmoid', 'softmax']",0.0001,0.0,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0, 'model__n_hidden': [100, 2]}",0.9010989010989011,0.8901098901098901,0.9120879120879121,0.8901098901098901,0.9120879120879121,0.9010989010989011,0.009828870230768321,146
3,0.24458212852478028,0.036594854280793794,0.0008000373840332031,0.0004000195304169726,"['sigmoid', 'softmax']",0.0001,0.0001,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.0001, 'model__n_hidden': [25, 2]}",0.8681318681318682,0.8791208791208791,0.8461538461538461,0.8791208791208791,0.8571428571428571,0.8659340659340659,0.012815278889769896,166
4,0.20772266387939453,0.002703480344066064,0.0004002094268798828,0.0004901547271811614,"['sigmoid', 'softmax']",0.0001,0.0001,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.0001, 'model__n_hidden': [50, 2]}",0.9230769230769231,0.8901098901098901,0.8461538461538461,0.9120879120879121,0.9010989010989011,0.8945054945054945,0.02655614499691116,153
5,0.23450007438659667,0.012383323714391702,0.0009999752044677734,2.139931266051948e-06,"['sigmoid', 'softmax']",0.0001,0.0001,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.0001, 'model__n_hidden': [100, 2]}",0.9010989010989011,0.8791208791208791,0.9120879120879121,0.9230769230769231,0.8681318681318682,0.8967032967032967,0.020381579110979577,149
6,0.20928893089294434,0.006103005489622442,0.000400543212890625,0.000490563825127073,"['sigmoid', 'softmax']",0.0001,0.001,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.001, 'model__n_hidden': [25, 2]}",0.8791208791208791,0.8461538461538461,0.8791208791208791,0.7362637362637363,0.8791208791208791,0.843956043956044,0.05533924532753479,176
7,0.2179555892944336,0.011633199377663413,0.0006003856658935546,0.0004902155568172374,"['sigmoid', 'softmax']",0.0001,0.001,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.001, 'model__n_hidden': [50, 2]}",0.8681318681318682,0.9230769230769231,0.8681318681318682,0.9010989010989011,0.8901098901098901,0.8901098901098902,0.020850182374736577,155
8,0.23560538291931152,0.020467562285394907,0.0005997180938720703,0.0004896679666431419,"['sigmoid', 'softmax']",0.0001,0.001,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.001, 'model__n_hidden': [100, 2]}",0.9230769230769231,0.9120879120879121,0.8901098901098901,0.8131868131868132,0.8571428571428571,0.879120879120879,0.03992505961447243,162
9,0.20740242004394532,0.005400633467509456,0.0008008003234863282,0.0004004022770387726,"['sigmoid', 'softmax']",0.0001,0.01,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.01, 'model__n_hidden': [25, 2]}",0.8461538461538461,0.9120879120879121,0.8571428571428571,0.7912087912087912,0.8571428571428571,0.8527472527472527,0.038445836669309674,171
10,0.21266794204711914,0.0039058941603612395,0.0005999088287353515,0.000489823793784337,"['sigmoid', 'softmax']",0.0001,0.01,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.01, 'model__n_hidden': [50, 2]}",0.9120879120879121,0.8791208791208791,0.8351648351648352,0.8901098901098901,0.8131868131868132,0.8659340659340659,0.036380099686256794,166
11,0.23272099494934081,0.019698187350599746,0.0011005878448486328,0.0006640045757836212,"['sigmoid', 'softmax']",0.0001,0.01,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.01, 'model__n_hidden': [100, 2]}",0.9340659340659341,0.9230769230769231,0.9010989010989011,0.8681318681318682,0.8901098901098901,0.9032967032967033,0.023466106048420476,143
12,0.20954790115356445,0.0023920492748988214,0.0008008956909179687,0.0004004521039248942,"['sigmoid', 'softmax']",0.0001,0.1,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.1, 'model__n_hidden': [25, 2]}",0.9010989010989011,0.8571428571428571,0.9120879120879121,0.9230769230769231,0.8571428571428571,0.89010989010989,0.027800243166315453,156
