,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__activations,param_model__epsilon,param_model__llambda,param_model__n_hidden,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.4045630931854248,0.011793277854503776,0.0007013797760009766,0.0004000931265961483,"['sigmoid', 'softmax']",0.0001,0.0,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0, 'model__n_hidden': [25, 2]}",0.8901098901098901,0.8901098901098901,0.8791208791208791,0.9010989010989011,0.9230769230769231,0.8967032967032967,0.01490621974313249,173
1,0.40651769638061525,0.0052799209264407475,0.0002010822296142578,0.0004021644592285156,"['sigmoid', 'softmax']",0.0001,0.0,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0, 'model__n_hidden': [50, 2]}",0.9010989010989011,0.9560439560439561,0.9120879120879121,0.9230769230769231,0.9340659340659341,0.9252747252747253,0.018906209378115674,139
2,0.42343959808349607,0.0045399934615429445,0.0006009578704833984,0.0004906802550544179,"['sigmoid', 'softmax']",0.0001,0.0,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0, 'model__n_hidden': [100, 2]}",0.967032967032967,0.9560439560439561,0.8901098901098901,0.8791208791208791,0.945054945054945,0.9274725274725274,0.035845069077582635,137
3,0.39580693244934084,0.004526295039806479,0.0007002830505371093,0.000399745231423058,"['sigmoid', 'softmax']",0.0001,0.0001,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.0001, 'model__n_hidden': [25, 2]}",0.945054945054945,0.9120879120879121,0.8681318681318682,0.9230769230769231,0.7362637362637363,0.876923076923077,0.07466060550093637,177
4,0.42263288497924806,0.015278663967992594,0.0007009029388427735,0.0006011897839518613,"['sigmoid', 'softmax']",0.0001,0.0001,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.0001, 'model__n_hidden': [50, 2]}",0.8901098901098901,0.9340659340659341,0.945054945054945,0.9120879120879121,0.9340659340659341,0.923076923076923,0.01965774046153663,146
5,0.43616538047790526,0.005573771704167027,0.0006001472473144531,0.0004900182992216078,"['sigmoid', 'softmax']",0.0001,0.0001,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.0001, 'model__n_hidden': [100, 2]}",0.9340659340659341,0.945054945054945,0.8791208791208791,0.945054945054945,0.9230769230769231,0.9252747252747253,0.024473689506945152,139
6,0.4177873611450195,0.020522970951599048,0.0006014823913574219,0.0004911089024734463,"['sigmoid', 'softmax']",0.0001,0.001,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.001, 'model__n_hidden': [25, 2]}",0.9120879120879121,0.8571428571428571,0.9340659340659341,0.9230769230769231,0.989010989010989,0.9230769230769231,0.042275569366310675,144
7,0.40975050926208495,0.012555299397454617,0.000701141357421875,0.0006012687293029493,"['sigmoid', 'softmax']",0.0001,0.001,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.001, 'model__n_hidden': [50, 2]}",0.9230769230769231,0.9120879120879121,0.9120879120879121,0.945054945054945,0.9010989010989011,0.9186813186813187,0.01490621974313245,155
8,0.4396340847015381,0.009434499532899925,0.0009011268615722656,0.000490545298898777,"['sigmoid', 'softmax']",0.0001,0.001,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.001, 'model__n_hidden': [100, 2]}",0.9120879120879121,0.9010989010989011,0.8901098901098901,0.9560439560439561,0.8901098901098901,0.9098901098901099,0.024473689506945187,165
9,0.40117588043212893,0.008848979324866944,0.0005998611450195312,0.0004897846048886376,"['sigmoid', 'softmax']",0.0001,0.01,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.01, 'model__n_hidden': [25, 2]}",0.8791208791208791,0.9120879120879121,0.8571428571428571,0.9120879120879121,0.945054945054945,0.9010989010989011,0.03029461264195654,170
10,0.4208231449127197,0.013152312921934192,0.00080108642578125,0.0004005469310678748,"['sigmoid', 'softmax']",0.0001,0.01,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.01, 'model__n_hidden': [50, 2]}",0.9340659340659341,0.9560439560439561,0.8791208791208791,0.8791208791208791,0.8571428571428571,0.9010989010989011,0.03742722278225586,170
11,0.43572330474853516,0.013664996120820375,0.0008022785186767578,0.00040114326602584243,"['sigmoid', 'softmax']",0.0001,0.01,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.01, 'model__n_hidden': [100, 2]}",0.9340659340659341,0.945054945054945,0.8571428571428571,0.9120879120879121,0.978021978021978,0.9252747252747252,0.040166300840652897,142
