,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__activations,param_model__epsilon,param_model__llambda,param_model__n_hidden,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.134978485107422,0.0072924655293228665,0.0009016036987304687,0.0004907891151914021,"['sigmoid', 'softmax']",0.0001,0.0,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0, 'model__n_hidden': [25, 2]}",0.9340659340659341,0.945054945054945,0.9340659340659341,0.978021978021978,0.967032967032967,0.9516483516483516,0.017855029460738362,158
1,2.1181772708892823,0.04389392735620973,0.0010002613067626952,4.422005889652111e-07,"['sigmoid', 'softmax']",0.0001,0.0,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0, 'model__n_hidden': [50, 2]}",0.978021978021978,0.967032967032967,0.9010989010989011,0.967032967032967,0.989010989010989,0.9604395604395606,0.030769230769230767,114
2,2.196701431274414,0.039072455192764186,0.00019998550415039061,0.00039997100830078123,"['sigmoid', 'softmax']",0.0001,0.0,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0, 'model__n_hidden': [100, 2]}",0.978021978021978,0.978021978021978,0.9340659340659341,0.989010989010989,0.978021978021978,0.9714285714285713,0.019159995356222738,26
3,1.9891818046569825,0.018277906517761337,0.00040001869201660155,0.0004899208473093903,"['sigmoid', 'softmax']",0.0001,0.0001,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.0001, 'model__n_hidden': [25, 2]}",0.967032967032967,0.967032967032967,0.967032967032967,0.967032967032967,0.989010989010989,0.9714285714285715,0.008791208791208803,15
4,2.0596418380737305,0.02408356770553164,0.0008007049560546875,0.00040035364228979366,"['sigmoid', 'softmax']",0.0001,0.0001,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.0001, 'model__n_hidden': [50, 2]}",0.9340659340659341,0.967032967032967,0.9560439560439561,0.978021978021978,0.989010989010989,0.964835164835165,0.01890620937811566,69
5,2.160542392730713,0.013206211454174157,0.0009017467498779296,0.0004910624170659408,"['sigmoid', 'softmax']",0.0001,0.0001,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.0001, 'model__n_hidden': [100, 2]}",0.9560439560439561,0.978021978021978,0.9230769230769231,0.989010989010989,0.967032967032967,0.9626373626373625,0.02262775855161977,104
6,1.9966854095458983,0.014591532504810366,0.00019998550415039061,0.0003999710083007812,"['sigmoid', 'softmax']",0.0001,0.001,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.001, 'model__n_hidden': [25, 2]}",0.945054945054945,0.9560439560439561,0.945054945054945,0.989010989010989,0.967032967032967,0.9604395604395604,0.016446845656149216,116
7,2.0388325214385987,0.018627207238147266,0.0007996559143066406,0.00039982814197388157,"['sigmoid', 'softmax']",0.0001,0.001,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.001, 'model__n_hidden': [50, 2]}",0.9340659340659341,0.9560439560439561,0.9120879120879121,0.989010989010989,0.967032967032967,0.9516483516483516,0.02655614499691117,158
8,2.1774378776550294,0.02023862912416034,0.0009007930755615234,0.0004914563619105475,"['sigmoid', 'softmax']",0.0001,0.001,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.001, 'model__n_hidden': [100, 2]}",0.967032967032967,0.967032967032967,0.8901098901098901,0.945054945054945,0.9340659340659341,0.9406593406593406,0.028316700498297,172
9,2.0112537384033202,0.01785196800413601,0.0006002902984619141,0.0004901353551098572,"['sigmoid', 'softmax']",0.0001,0.01,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.01, 'model__n_hidden': [25, 2]}",0.9230769230769231,0.9560439560439561,0.9340659340659341,0.967032967032967,0.978021978021978,0.9516483516483516,0.020381579110979545,158
10,2.0386269092559814,0.024479229543935783,0.0008007526397705078,0.00040037738114680145,"['sigmoid', 'softmax']",0.0001,0.01,"[50, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.01, 'model__n_hidden': [50, 2]}",0.967032967032967,0.967032967032967,0.9010989010989011,0.967032967032967,0.9560439560439561,0.9516483516483516,0.025630557779539778,158
11,2.204796648025513,0.022195604579351273,0.0006001472473144531,0.000490018183218949,"['sigmoid', 'softmax']",0.0001,0.01,"[100, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.01, 'model__n_hidden': [100, 2]}",0.967032967032967,0.978021978021978,0.9010989010989011,0.945054945054945,0.967032967032967,0.9516483516483516,0.02745054065230064,158
12,2.0166846752166747,0.018161340570423484,0.0006001949310302735,0.0004900578127695126,"['sigmoid', 'softmax']",0.0001,0.1,"[25, 2]","{'model__activations': ['sigmoid', 'softmax'], 'model__epsilon': 0.0001, 'model__llambda': 0.1, 'model__n_hidden': [25, 2]}",0.945054945054945,0.989010989010989,0.9010989010989011,0.9560439560439561,0.989010989010989,0.9560439560439562,0.032598674668552374,143
