,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__activations,param_model__epsilon,param_model__llambda,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.5820095539093018,0.06463349260821216,0.0012002944946289062,0.0003998996071032651,"['sigmoid', 'identity']",0.0001,0.0,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.0001, 'model__llambda': 0}",-0.11687122716637578,-0.194608299044897,-0.14126147248954582,-0.14496038431317615,-0.08235964529355641,-0.13601220566151023,0.03684047001599397,41
1,1.6252894401550293,0.07202941737314547,0.0011002063751220704,0.00020139230783692218,"['sigmoid', 'identity']",0.0001,0.001,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.0001, 'model__llambda': 0.001}",-0.1435273973133243,-0.0499153465209759,-0.47977249838257746,-0.21472992834012444,-0.1274236178640428,-0.203073757684209,0.1479353041141287,48
2,1.7225937843322754,0.036010362751108874,0.0010009288787841796,2.0364910606444e-06,"['sigmoid', 'identity']",0.0001,0.1,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.0001, 'model__llambda': 0.1}",-0.13049953747622176,-0.1453802473485455,-0.1496014323922221,-0.15394093373907,-0.14906392055800452,-0.1456972143028128,0.008069775573307382,42
3,1.7353922367095946,0.05547852008617102,0.0014011859893798828,0.0004896914943152459,"['sigmoid', 'identity']",0.0001,10.0,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.0001, 'model__llambda': 10}",-0.09839825749251378,-0.08613061953650253,-0.1962197704048628,-0.1746596492035929,-0.10692972582287422,-0.13246760449206924,0.04428211178835677,40
4,1.6633759021759034,0.024620111730518444,0.0007997989654541015,0.0003998998345339569,"['sigmoid', 'identity']",0.001,0.0,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.001, 'model__llambda': 0}",-0.026653580434028344,-0.028605590395166462,-0.028907625937050287,-0.02213838045861423,-0.02802596532504529,-0.02686622850998092,0.002487385740254834,14
5,1.6010983467102051,0.05051048629196214,0.0007997989654541015,0.0003998998345339569,"['sigmoid', 'identity']",0.001,0.001,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.001, 'model__llambda': 0.001}",-0.02263345325035547,-0.04595261825374943,-0.05308310188438458,-0.02963372994456564,-0.05718406428155655,-0.04169739352292233,0.013390624042487465,17
6,1.55483021736145,0.02474703343359333,0.0007999897003173828,0.00039999520188171924,"['sigmoid', 'identity']",0.001,0.1,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.001, 'model__llambda': 0.1}",-0.02272740074776222,-0.03566112458775862,-0.04957327915682655,-0.030443602167243556,-0.012405948586254266,-0.03016227104916904,0.012471311534863963,16
7,1.551407241821289,0.026173805087482616,0.0010000228881835937,4.422005889652111e-07,"['sigmoid', 'identity']",0.001,10.0,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.001, 'model__llambda': 10}",-0.08938334925858189,-0.09182055152001085,-0.07862541270144206,-0.08380322423566228,-0.08392037916357524,-0.08551058337585446,0.00464033217450697,36
8,1.5571590900421142,0.029247699061654104,0.0010007381439208984,9.36836371631074e-07,"['sigmoid', 'identity']",0.01,0.0,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.01, 'model__llambda': 0}",-0.0061347143020752636,-0.011516494389644106,-0.008208795960938257,-0.012276565948803508,-0.011253416525571191,-0.009877997425406466,0.0023292910095024186,9
9,1.5955923080444336,0.05719064585577787,0.0008001327514648438,0.0004000669724888494,"['sigmoid', 'identity']",0.01,0.001,"{'model__activations': ['sigmoid', 'identity'], 'model__epsilon': 0.01, 'model__llambda': 0.001}",-0.0063143049102843815,-0.013642080017898111,-0.007398423170823482,-0.011460542062027967,-0.009737006327659909,-0.009710471297738771,0.0026608461657417603,8
